Age,Annual_Income,Employment_Years,Credit_Score,Loan_Amount,Loan_Term_Months,Debt_To_Income_Ratio,Previous_Defaults,Dependents,Home_Owner,Default
57,217832,38,362,58207,36,0.66,0,1,Yes,0
34,508735,18,556,601263,24,0.31,0,0,Yes,0
45,870228,37,687,879689,24,0.49,0,3,Yes,0
50,1067164,22,470,891202,24,0.54,0,0,No,1
49,1071454,15,850,227249,12,0.46,0,3,No,0
40,1388851,5,609,203204,24,0.68,0,0,No,0
41,592561,25,718,695324,24,0.51,0,0,Yes,0
42,606909,21,781,514168,12,0.35,0,4,No,0
55,792401,23,701,481483,12,0.64,0,4,Yes,0
57,297207,39,679,173029,48,0.39,2,0,Yes,0
36,799077,20,634,530104,36,0.42,0,0,No,0
69,741348,29,574,716273,60,0.46,1,0,No,1
63,1037515,10,641,306858,36,0.28,0,1,Yes,0
37,1088456,8,688,615942,36,0.56,0,1,Yes,0
36,907182,11,677,539919,12,0.12,0,1,No,0
22,800862,25,603,336809,24,0.66,0,3,Yes,0
24,909204,37,765,487226,48,0.58,0,3,No,0
41,562151,2,565,238353,24,0.3,0,4,No,0
59,775196,32,727,713962,48,0.21,0,1,Yes,0
54,805029,14,748,242577,48,0.32,0,0,Yes,0
50,777474,4,699,350524,48,0.61,0,2,Yes,0
26,748692,23,813,725643,48,0.07,0,3,Yes,0
37,613619,10,712,369150,48,0.38,0,0,No,0
59,492319,32,790,266034,36,0.23,0,3,Yes,0
45,738472,22,466,545921,48,0.66,0,0,Yes,0
25,978304,9,755,948824,36,0.34,0,1,Yes,0
25,278778,27,726,791022,24,0.54,0,1,Yes,0
40,650815,38,722,652540,24,0.3,0,3,Yes,0
36,1420728,16,729,748549,36,0.28,0,0,Yes,0
61,742106,25,641,629096,12,0.28,0,0,Yes,0
57,845404,24,740,557177,60,0.52,0,2,Yes,0
60,1351618,35,822,728504,24,0.72,1,3,No,0
29,895830,11,529,586769,12,0.2,0,0,No,0
25,902680,2,775,486686,36,0.5,0,1,Yes,0
62,526955,28,669,546585,48,0.24,0,3,Yes,0
22,893847,23,627,583023,36,0.43,0,3,Yes,0
29,795560,18,583,576586,24,0.43,0,3,Yes,0
63,1077474,12,710,591249,36,0.37,0,3,No,0
56,1183196,15,806,253269,36,0.4,0,1,No,0
42,809093,39,648,448287,48,0.67,1,0,Yes,0
42,914628,26,733,183288,48,0.11,2,3,No,0
42,233037,5,679,565667,48,0.63,0,2,No,0
54,200000,9,548,586038,12,0.37,0,1,Yes,1
49,1127957,37,665,829527,12,0.28,0,2,No,0
58,200000,7,626,575082,60,0.17,0,1,No,0
66,898200,17,598,407426,24,0.62,0,2,Yes,0
53,747903,31,645,394653,24,0.46,0,0,No,0
38,1169405,16,654,661427,48,0.56,0,2,Yes,0
27,789447,1,760,329728,36,0.27,0,3,Yes,0
21,1340676,19,681,538318,36,0.33,0,2,No,0
53,738830,9,567,738413,24,0.69,0,2,No,0
21,1143904,8,776,1006206,12,0.72,0,0,Yes,0
44,350529,38,710,788888,48,0.57,1,0,Yes,0
24,200000,24,702,368648,24,0.57,0,2,Yes,0
24,791536,24,749,313412,36,0.54,0,2,Yes,0
38,379821,23,678,657547,48,0.46,0,0,Yes,0
47,782022,5,637,446538,60,0.47,0,3,Yes,0
63,676041,29,707,130275,60,0.72,1,2,No,0
52,981542,9,729,1148081,60,0.58,0,2,Yes,0
53,480687,38,710,543252,36,0.51,0,1,Yes,0
48,927396,30,744,812326,60,0.18,0,3,No,0
62,1059184,17,688,416633,48,0.73,0,3,Yes,0
61,738288,32,600,492160,60,0.41,0,2,Yes,0
56,943469,18,629,537886,12,0.71,0,0,No,0
26,506429,22,789,431791,12,0.55,0,0,Yes,0
36,685203,4,682,310181,36,0.08,0,1,Yes,0
54,397378,25,589,1049381,48,0.43,0,0,Yes,0
43,1501631,28,582,588739,36,0.67,0,1,Yes,1
62,1168638,23,572,105506,60,0.09,0,0,Yes,0
44,1298035,5,745,525426,24,0.66,0,1,No,0
69,1164331,38,704,140308,12,0.48,0,3,No,0
33,601052,3,827,288586,48,0.08,0,2,Yes,0
38,339643,25,726,526701,36,0.31,1,0,No,0
33,672778,14,730,634817,36,0.07,0,2,Yes,0
69,942592,12,839,50000,48,0.05,0,0,Yes,0
57,712924,39,602,928960,48,0.68,0,4,Yes,0
63,200000,21,559,335289,36,0.57,1,1,No,0
59,1024122,12,724,443857,48,0.25,0,1,Yes,0
62,320537,38,660,883383,36,0.13,0,0,No,0
37,673298,16,703,927871,36,0.09,0,1,No,0
35,1323135,35,777,345113,24,0.69,0,1,No,0
38,814720,38,740,765800,24,0.49,0,2,No,0
43,1122997,24,801,539680,36,0.16,0,0,No,0
50,904045,33,607,1163626,36,0.53,0,1,Yes,0
54,497329,20,751,331664,24,0.75,0,1,Yes,0
24,1018795,24,618,912423,36,0.6,0,0,Yes,0
23,781032,24,813,353701,36,0.36,0,0,Yes,0
27,354250,21,715,231595,24,0.62,1,0,Yes,0
38,303901,22,720,424168,24,0.57,0,3,Yes,0
62,914980,24,633,89857,12,0.11,0,2,No,0
27,1442403,13,637,267249,12,0.7,0,3,No,0
60,477123,13,712,419967,36,0.67,0,1,No,0
26,512908,25,819,436725,24,0.46,0,3,No,0
42,919338,39,806,729104,60,0.41,0,3,Yes,0
21,405821,29,708,705462,24,0.21,0,1,Yes,0
24,1506214,25,646,491111,12,0.63,1,2,Yes,1
66,540298,37,725,65694,36,0.35,0,2,Yes,0
69,650317,21,780,50000,24,0.46,0,1,Yes,0
63,558637,38,696,367521,12,0.17,0,1,No,0
49,1080428,38,649,291124,48,0.2,0,0,Yes,0
41,1448674,33,734,352067,36,0.74,0,3,Yes,0
46,589026,24,660,905504,12,0.4,1,1,Yes,0
34,1059973,35,651,348173,36,0.62,0,1,No,0
29,408227,12,675,283642,12,0.63,0,1,No,0
67,1087782,28,733,499129,36,0.74,1,0,No,1
32,1327508,8,662,370027,36,0.74,0,0,No,0
62,1235706,14,677,649261,48,0.37,0,2,Yes,0
26,839847,30,691,561389,48,0.72,1,3,Yes,0
40,490155,26,649,963410,60,0.31,0,1,Yes,0
44,800231,30,803,427041,24,0.48,0,1,Yes,0
47,706733,9,827,982742,36,0.63,0,1,Yes,0
58,665992,36,655,674475,12,0.69,0,1,Yes,1
28,861964,6,616,632632,48,0.42,0,1,Yes,0
21,780036,31,642,50000,36,0.34,1,1,No,0
69,1012353,10,715,50000,12,0.56,0,2,Yes,0
69,1014303,27,673,97511,36,0.37,1,1,Yes,0
44,781160,3,577,553391,24,0.52,1,3,No,1
67,929677,30,667,688559,48,0.61,1,1,Yes,0
27,1196415,28,712,633642,24,0.64,0,0,No,0
39,640519,32,758,509446,36,0.23,0,4,Yes,0
42,804767,3,820,725839,48,0.45,0,0,No,0
55,491493,25,644,798610,48,0.07,0,1,No,0
50,943959,30,630,422919,60,0.61,0,1,No,0
49,859552,30,659,639546,12,0.14,1,0,Yes,0
42,938260,26,604,596001,36,0.66,0,4,No,0
31,503342,24,623,701581,36,0.33,0,1,Yes,0
40,1029669,35,624,581897,12,0.17,0,2,Yes,0
49,830606,30,706,566019,48,0.61,0,3,No,0
61,1108849,36,613,348901,48,0.19,0,2,No,0
62,668679,22,745,551410,36,0.33,0,2,No,0
54,1004723,34,771,415068,36,0.45,0,2,Yes,0
21,933509,3,589,232743,60,0.3,0,1,Yes,0
51,1257395,27,575,574997,24,0.18,0,2,Yes,0
50,765107,12,637,244378,36,0.33,0,0,Yes,0
68,633537,0,647,489245,60,0.15,0,0,Yes,0
38,651864,11,781,408426,12,0.55,0,4,Yes,0
37,467503,39,675,359411,48,0.17,0,0,No,0
58,649078,25,713,851331,48,0.39,0,1,No,0
34,200000,22,713,909571,60,0.44,0,0,Yes,0
43,1210629,21,609,425786,12,0.71,1,3,Yes,0
45,1380214,27,659,749335,60,0.1,0,0,Yes,0
35,755724,16,678,104638,12,0.7,0,2,Yes,0
66,931430,5,710,204598,36,0.2,0,2,Yes,0
42,849202,13,565,484726,12,0.64,0,0,No,0
23,406082,16,632,233350,12,0.11,0,2,No,0
39,1107877,37,680,593909,60,0.74,0,4,No,0
64,1152635,4,644,571883,48,0.62,0,1,No,0
54,487704,12,567,488142,36,0.09,0,1,Yes,0
55,898966,8,622,1091801,24,0.2,0,1,Yes,0
21,721171,25,568,592003,36,0.43,0,0,Yes,0
41,1156976,12,790,644008,36,0.42,0,4,No,0
49,775137,18,654,621387,24,0.49,0,1,No,0
26,783262,16,674,274752,36,0.37,0,1,Yes,0
57,1346263,15,601,987562,48,0.56,1,1,Yes,0
21,414375,29,698,149028,36,0.29,0,0,Yes,0
21,874415,31,735,571271,36,0.17,0,0,Yes,0
47,826595,13,606,686085,48,0.07,0,2,Yes,0
41,618915,14,608,745911,24,0.28,0,1,Yes,0
36,1411946,11,640,422194,48,0.35,1,4,No,0
64,900964,36,567,685869,48,0.51,0,1,Yes,0
60,1001531,10,710,237924,36,0.61,0,1,Yes,0
46,1044381,4,740,917608,24,0.22,0,4,Yes,0
36,703743,10,565,459262,36,0.4,1,0,Yes,1
48,1172529,33,750,375822,24,0.21,0,2,Yes,0
21,1112160,18,750,340547,48,0.72,0,0,Yes,0
56,763369,25,452,574356,36,0.5,0,3,Yes,0
30,1081480,25,591,104981,36,0.52,0,1,No,0
63,1171980,16,631,721189,60,0.42,0,3,Yes,0
37,1038528,30,725,350723,36,0.25,0,3,Yes,0
43,549434,18,715,826111,48,0.19,0,3,Yes,0
27,772293,19,606,189388,36,0.51,0,2,Yes,0
64,942611,22,809,533011,36,0.7,0,4,Yes,0
27,875636,24,623,638470,24,0.2,0,2,No,0
64,576448,27,613,665554,48,0.45,0,2,Yes,0
35,714030,36,587,370822,48,0.42,2,0,No,0
54,905559,11,665,191318,24,0.5,0,1,Yes,0
66,347235,0,752,385765,24,0.46,0,2,No,1
65,805799,1,607,791664,48,0.24,0,0,Yes,0
24,1008993,9,696,1023069,60,0.53,0,4,No,0
34,884881,33,696,94278,48,0.24,0,0,Yes,0
34,542756,31,677,315503,48,0.51,0,2,Yes,0
36,595546,24,705,66895,60,0.26,0,0,Yes,0
27,1246098,9,752,362905,24,0.11,0,0,No,0
52,518705,0,701,340522,12,0.14,0,2,Yes,0
39,1155700,31,763,201115,36,0.63,0,1,Yes,0
22,613605,36,591,915752,60,0.13,0,0,No,0
30,1139052,11,644,786717,60,0.28,0,1,Yes,0
37,962331,17,592,560847,12,0.25,0,1,Yes,0
57,695587,29,723,472438,36,0.09,0,3,Yes,0
32,270040,12,777,723126,12,0.47,0,2,Yes,0
26,919570,2,655,249622,48,0.61,0,2,Yes,1
42,854468,20,702,559593,36,0.74,0,4,Yes,0
52,924173,13,560,348698,60,0.71,0,2,Yes,0
61,961820,39,681,1085873,12,0.08,0,0,No,0
40,405761,9,546,160458,48,0.23,1,3,Yes,1
21,917981,1,684,431945,36,0.34,1,0,No,0
67,1022762,36,526,176374,24,0.66,0,0,Yes,0
26,1019222,10,815,688026,36,0.3,0,1,Yes,0
39,424083,0,675,687458,36,0.45,0,0,Yes,0
38,1146289,25,672,325575,36,0.51,0,0,No,0
26,928609,12,832,189441,36,0.26,0,1,Yes,0
65,966664,27,685,403548,48,0.46,0,2,Yes,0
53,531289,35,551,325527,12,0.09,0,1,No,0
43,1027127,20,645,516024,36,0.39,0,0,No,0
43,282825,9,835,904941,48,0.31,0,3,Yes,0
46,545540,11,608,665336,12,0.3,0,1,Yes,0
33,1179975,26,644,689791,48,0.21,2,3,No,0
27,1012578,2,803,498939,48,0.62,0,0,Yes,0
35,887452,27,618,1160890,48,0.67,0,1,Yes,0
64,1083114,1,672,529133,12,0.67,0,3,Yes,0
47,1103957,27,788,681402,48,0.33,0,0,Yes,0
46,1027374,30,634,774658,48,0.23,0,3,No,0
53,734771,20,616,487219,36,0.12,0,1,No,0
35,536586,6,532,551865,36,0.52,1,4,No,1
56,600976,30,591,357539,24,0.28,0,2,Yes,0
65,1223176,13,609,504500,36,0.24,0,3,No,0
47,417350,38,650,865861,36,0.31,0,0,Yes,0
25,947247,38,708,790979,24,0.44,1,2,Yes,0
22,947707,8,676,671888,36,0.16,0,3,No,0
53,1240417,22,581,727575,36,0.72,0,4,Yes,0
36,946867,11,788,490640,24,0.56,0,0,Yes,0
43,673032,28,591,737040,36,0.08,0,0,Yes,0
58,677757,37,824,461924,48,0.26,0,2,No,0
36,798265,38,692,91646,24,0.09,0,0,No,0
34,1139800,21,763,958111,48,0.21,0,0,Yes,0
49,1041955,3,722,448931,24,0.25,0,1,Yes,0
46,474286,6,800,763571,24,0.55,0,1,Yes,1
55,883598,39,676,409314,60,0.55,0,2,No,0
35,1047579,7,658,50000,36,0.08,0,0,Yes,0
23,728847,34,704,481796,24,0.46,1,1,No,0
43,200000,8,657,50000,36,0.72,0,1,Yes,0
49,741058,12,716,688839,24,0.49,0,2,Yes,0
54,354455,38,803,442700,60,0.72,0,1,Yes,0
53,306963,19,544,804716,24,0.32,0,1,No,0
61,1119549,20,673,558332,48,0.37,0,2,No,0
61,1556309,18,850,242476,24,0.4,0,2,Yes,0
43,1209285,1,648,667449,36,0.7,0,0,Yes,0
27,200000,39,761,110100,60,0.32,0,2,Yes,0
23,748096,29,749,423226,24,0.74,0,2,Yes,0
52,623093,22,564,50000,12,0.43,0,1,Yes,0
51,358723,39,703,587522,36,0.2,0,3,No,0
38,939457,12,697,561827,24,0.12,1,0,No,0
63,744561,32,850,531531,48,0.17,0,4,Yes,0
27,450773,31,469,266035,36,0.08,0,1,Yes,0
61,200000,27,550,838101,36,0.53,0,2,No,0
21,617325,23,661,727176,48,0.41,0,0,Yes,0
34,802372,27,651,558512,24,0.57,0,2,Yes,0
52,764474,29,609,354788,60,0.6,0,1,Yes,0
26,1118834,28,614,412533,36,0.7,0,4,Yes,0
59,901395,33,734,496163,48,0.13,0,1,Yes,0
30,696611,21,612,224765,24,0.18,0,2,Yes,0
27,554831,24,636,713280,48,0.43,0,0,Yes,0
46,268722,13,759,814833,12,0.14,0,0,No,0
54,472617,9,747,927268,24,0.11,0,3,No,1
50,1207496,9,641,414078,12,0.52,0,1,Yes,0
56,1059401,7,562,844316,36,0.56,0,3,No,0
41,886630,13,750,859727,36,0.64,0,0,No,0
37,651779,37,604,341976,36,0.69,0,2,Yes,0
53,1172305,31,783,249053,60,0.36,0,2,Yes,0
30,496665,31,713,771649,24,0.74,1,4,No,0
67,500096,2,664,362870,48,0.08,0,1,No,0
62,771956,19,715,316522,36,0.66,0,0,No,0
32,200000,12,523,704088,36,0.28,0,1,Yes,0
36,488156,22,798,153520,24,0.7,0,3,Yes,0
61,729131,18,663,388544,36,0.21,0,0,No,0
52,661629,15,693,50000,36,0.57,0,0,Yes,0
35,503523,35,633,289817,48,0.35,0,3,No,0
47,1410619,34,666,335635,60,0.32,0,3,Yes,0
48,1208978,6,807,312446,24,0.09,0,0,Yes,0
37,1314380,36,658,392478,24,0.54,0,2,Yes,0
66,770286,7,646,50000,36,0.17,0,0,No,0
22,653424,24,734,248357,36,0.37,0,2,Yes,0
56,1280499,22,704,836216,36,0.15,1,1,No,0
27,825561,9,804,574544,60,0.47,1,0,Yes,0
33,481853,29,518,371908,48,0.21,0,2,No,0
35,502690,32,643,336155,60,0.47,0,3,No,0
45,702671,10,566,691302,36,0.71,0,0,No,0
43,793393,34,778,521469,36,0.69,0,0,No,0
42,824438,26,576,219478,36,0.19,0,1,Yes,0
46,744924,2,706,366608,36,0.12,1,3,Yes,0
53,1501881,7,575,190801,48,0.08,0,3,Yes,0
31,394063,12,640,326857,60,0.63,0,3,Yes,0
30,1001813,2,600,671270,36,0.22,1,1,Yes,0
45,656764,19,679,646193,24,0.25,0,0,Yes,0
57,788364,34,842,757287,36,0.21,1,0,Yes,0
68,1082148,12,565,535543,48,0.64,0,3,No,1
63,265175,19,588,122717,36,0.74,0,0,No,1
58,516238,23,727,188582,36,0.58,0,1,No,0
61,759902,8,667,618520,24,0.63,0,1,Yes,0
65,1242875,29,578,525439,60,0.48,0,1,Yes,0
44,1241293,24,642,210206,48,0.42,0,1,Yes,0
60,1183190,15,558,414412,24,0.56,0,1,No,0
66,200000,7,640,974944,36,0.08,0,1,Yes,0
53,485069,27,602,732895,36,0.09,0,1,Yes,0
37,497409,11,704,874653,36,0.53,1,3,Yes,0
44,783429,23,731,205193,36,0.28,0,2,No,0
57,244092,28,467,917598,48,0.39,0,0,Yes,0
22,1129368,14,688,369951,12,0.6,0,0,Yes,0
52,201683,17,495,893052,36,0.45,0,0,Yes,0
44,1109757,6,680,589575,24,0.61,0,1,Yes,0
29,1061251,12,807,657123,12,0.34,0,2,No,0
24,471684,18,652,673662,36,0.25,0,0,Yes,0
37,1178586,4,700,524699,24,0.21,0,0,No,0
37,700036,25,738,645862,24,0.14,0,1,No,0
68,622190,1,741,245296,36,0.08,0,2,Yes,0
50,673565,32,746,467765,60,0.09,0,1,Yes,0
60,699295,36,714,695173,48,0.24,0,1,Yes,0
31,726897,24,619,527215,24,0.24,0,3,No,0
41,733708,24,731,412311,36,0.32,0,1,Yes,0
41,532905,38,799,558438,36,0.46,0,1,Yes,0
38,602541,29,718,158994,24,0.58,0,0,No,0
49,628519,3,695,761527,24,0.19,0,2,Yes,0
44,1301819,18,546,50000,24,0.58,0,1,No,0
30,628654,26,594,493759,36,0.15,0,0,No,0
65,609390,38,622,690051,48,0.74,0,0,No,0
37,1254898,23,592,520386,36,0.25,0,0,Yes,0
38,703397,36,666,382730,60,0.64,0,0,Yes,0
62,532930,24,605,774905,24,0.18,1,1,No,0
68,467912,28,749,327768,60,0.72,0,1,No,0
40,373951,30,648,921176,36,0.63,0,1,Yes,1
57,962355,34,590,447527,24,0.3,0,1,Yes,0
65,258694,27,606,438677,60,0.35,0,1,Yes,0
38,1203901,37,685,682028,36,0.05,0,1,No,0
37,772600,3,657,422435,36,0.23,0,2,No,0
29,668877,27,683,523996,24,0.25,0,0,Yes,0
34,731493,30,660,642823,24,0.37,0,2,Yes,0
69,938916,22,817,193656,60,0.15,0,0,Yes,0
49,659048,13,748,653215,36,0.39,0,2,Yes,0
51,742468,27,611,76656,60,0.52,1,1,Yes,1
24,1115923,13,524,496750,36,0.31,2,1,Yes,1
38,904071,0,651,410864,24,0.21,1,2,Yes,0
40,425011,31,589,172196,24,0.43,0,2,Yes,0
67,587675,17,541,922860,36,0.07,0,1,Yes,0
63,265575,4,731,541843,24,0.29,0,3,No,0
64,984573,14,679,336827,48,0.42,2,3,No,0
29,1016599,15,769,535494,24,0.29,0,0,No,0
33,519690,35,674,1121702,48,0.29,0,2,No,0
35,1491455,35,662,251155,48,0.64,0,2,No,0
47,1531365,39,578,664488,24,0.7,0,0,Yes,0
35,806842,29,629,271364,48,0.63,1,0,Yes,0
48,560789,37,536,620577,60,0.12,0,4,No,0
57,882140,22,763,335216,36,0.25,0,4,Yes,0
39,553690,10,574,459109,36,0.55,0,1,Yes,1
46,1085009,24,697,539537,36,0.73,0,0,Yes,0
46,849907,1,660,830014,48,0.22,0,0,No,0
45,871482,34,711,131519,24,0.68,1,2,Yes,0
46,1327749,23,682,924916,36,0.57,0,2,Yes,0
46,614293,12,574,50000,24,0.74,0,1,No,1
66,626302,36,653,581913,36,0.12,0,0,No,0
48,1057511,29,781,515093,12,0.33,0,1,Yes,0
69,673400,10,614,467166,36,0.38,0,1,Yes,0
38,1281149,22,772,509068,36,0.52,0,1,No,0
52,1100148,27,732,630456,24,0.51,0,1,Yes,0
23,688591,28,691,615428,24,0.68,0,0,Yes,0
22,256529,14,620,455116,36,0.64,0,1,Yes,1
53,364326,2,701,675816,60,0.09,0,1,Yes,0
62,655470,8,639,442600,36,0.39,0,2,Yes,0
39,921412,7,768,523363,24,0.33,0,0,No,0
37,1130683,32,577,789445,24,0.75,0,3,Yes,1
64,734813,33,704,796666,60,0.35,0,3,Yes,0
53,533333,8,682,761945,36,0.53,0,2,Yes,0
32,757777,16,706,243743,24,0.25,0,2,No,0
69,806110,0,737,606575,48,0.48,0,1,Yes,0
23,1191483,39,608,615371,24,0.19,0,2,Yes,0
63,1174827,4,608,941903,12,0.47,0,2,Yes,0
69,499429,29,697,698214,24,0.66,0,1,No,0
46,936227,10,757,343237,24,0.06,0,4,No,0
55,543846,27,660,404557,36,0.4,0,2,No,0
28,552319,37,795,50000,36,0.74,0,4,No,0
56,1111602,16,656,480712,48,0.16,0,1,Yes,0
27,740207,22,623,407682,36,0.18,0,0,Yes,0
66,991958,17,716,368831,36,0.38,0,1,No,0
66,960420,36,636,305092,36,0.66,1,2,Yes,1
56,776154,26,637,884271,36,0.44,0,3,Yes,0
36,899896,24,700,50000,12,0.41,0,2,Yes,0
44,861156,4,754,182780,48,0.11,0,1,Yes,0
21,454865,18,704,1096672,60,0.72,0,0,Yes,0
69,946197,26,688,746020,36,0.29,0,0,No,0
45,588200,12,833,576473,36,0.23,0,0,Yes,0
30,479271,6,735,498822,12,0.34,0,2,Yes,0
36,1056393,25,652,353706,60,0.34,0,3,No,0
36,622604,13,768,180890,60,0.37,0,0,Yes,0
28,1133206,26,660,591911,48,0.53,1,1,No,0
49,1129507,7,728,699919,24,0.66,0,1,Yes,0
59,656974,30,723,326746,60,0.09,0,0,No,0
48,1120502,34,680,50000,12,0.39,0,1,No,0
26,683202,26,622,666171,36,0.34,0,4,Yes,0
36,779483,3,677,693808,36,0.06,0,2,Yes,0
40,948135,3,642,707979,48,0.62,0,0,No,0
36,1411818,17,701,460374,48,0.12,0,0,No,0
27,1082269,22,713,50000,48,0.13,0,1,Yes,0
61,782663,31,522,193712,60,0.08,0,4,Yes,0
34,830990,11,707,821465,36,0.19,0,2,Yes,0
63,325063,19,850,162356,48,0.17,0,1,No,0
46,1101440,11,654,674988,12,0.29,0,0,Yes,0
46,1069201,7,759,244689,36,0.51,0,1,No,0
34,885047,21,739,219536,12,0.09,0,0,Yes,0
27,1015326,26,548,956469,60,0.65,0,0,Yes,0
53,200000,16,719,965715,60,0.28,0,0,No,0
46,475470,31,612,540810,12,0.47,0,2,Yes,0
65,1340442,32,664,378844,36,0.06,0,0,Yes,0
40,722681,30,563,758011,36,0.31,0,2,No,0
23,1027229,5,715,105099,36,0.05,0,2,Yes,0
24,576008,38,652,802898,36,0.17,0,0,No,0
46,667349,8,787,1005125,24,0.36,0,3,No,0
31,1356404,31,571,645167,24,0.42,1,0,Yes,0
22,752764,35,752,209300,36,0.16,0,2,Yes,0
34,957068,15,713,881149,12,0.57,0,0,Yes,0
64,839136,11,611,578185,36,0.18,1,3,No,0
50,873925,2,556,464915,36,0.13,0,2,No,0
69,863668,26,656,257746,48,0.28,0,2,No,0
32,206719,26,698,215047,36,0.44,0,1,No,0
46,943119,8,594,788346,48,0.74,0,1,Yes,1
64,638711,16,604,480953,24,0.34,0,1,Yes,0
53,1333870,4,759,478341,24,0.35,0,2,No,0
33,568207,25,617,531520,60,0.09,0,0,No,0
34,658519,20,726,50000,36,0.59,0,3,Yes,0
44,1533834,0,777,494489,36,0.18,1,1,No,0
54,1017021,0,615,498377,60,0.57,0,1,No,0
64,504974,34,580,873788,12,0.69,0,0,No,1
46,852923,8,749,706904,36,0.59,0,0,Yes,0
41,433881,22,656,196437,24,0.5,0,1,Yes,0
48,877276,37,644,401643,36,0.47,0,4,No,0
68,558686,3,794,761570,24,0.37,0,1,Yes,0
56,1359454,18,658,174321,12,0.15,0,0,No,0
60,926265,36,702,924000,36,0.6,0,1,No,0
22,958265,4,551,489867,48,0.38,0,0,Yes,0
62,1084925,27,673,634053,60,0.49,0,1,No,0
29,1118486,22,609,389526,36,0.31,0,1,Yes,0
43,593279,37,639,386091,36,0.19,0,0,No,0
35,828490,22,634,269541,48,0.61,0,2,Yes,0
33,666356,17,784,884202,36,0.29,0,3,No,0
43,1428221,28,626,647942,36,0.66,0,4,Yes,1
37,200000,27,637,258392,24,0.73,0,1,Yes,1
68,627466,8,802,676385,48,0.63,0,1,Yes,0
22,776011,38,651,735119,36,0.14,0,2,Yes,0
40,841080,9,630,770365,60,0.65,0,2,No,0
40,834955,1,768,570356,48,0.41,0,1,No,0
66,786154,12,681,542747,36,0.22,0,2,No,0
23,751274,37,687,267138,48,0.12,0,3,No,0
32,872389,26,703,832911,36,0.24,0,0,No,0
60,938450,19,787,666675,12,0.15,0,0,Yes,0
22,1337212,39,597,747226,36,0.07,1,1,Yes,0
56,1334558,9,771,50000,60,0.74,0,2,Yes,0
34,890299,15,560,739143,60,0.63,0,2,Yes,0
36,651396,14,614,506267,36,0.57,1,2,Yes,0
39,672383,12,608,706907,36,0.19,0,1,Yes,0
54,405772,37,668,200513,12,0.07,0,2,Yes,0
64,1085970,19,619,953291,36,0.39,0,0,No,0
66,786579,23,781,337001,60,0.57,0,0,No,0
26,931178,6,721,787948,48,0.72,0,1,Yes,0
33,900124,22,678,448824,48,0.64,0,3,No,0
56,590713,23,609,962573,48,0.68,0,2,Yes,0
42,553675,28,792,574429,36,0.22,0,1,No,0
38,664126,4,687,971184,36,0.16,1,1,Yes,0
32,945717,34,659,482495,36,0.22,0,3,Yes,0
50,775774,0,669,221786,36,0.15,0,1,Yes,0
60,270406,35,662,574030,60,0.61,0,0,Yes,1
27,492756,17,747,466693,36,0.68,0,1,Yes,0
52,719788,5,770,348974,48,0.27,0,1,No,0
68,790876,22,605,810787,48,0.66,0,3,Yes,1
39,954643,9,627,161725,48,0.09,0,1,No,0
26,811778,6,631,977892,12,0.52,1,0,No,1
40,691186,7,705,453745,24,0.42,2,1,Yes,0
47,680874,12,759,159478,36,0.24,0,0,No,0
63,860438,29,570,597455,48,0.59,0,3,No,0
57,925414,17,596,545690,60,0.2,0,2,Yes,0
68,701059,13,652,461552,12,0.34,0,1,No,0
27,476691,10,722,342533,36,0.55,0,1,No,0
25,770418,37,604,828519,60,0.29,0,1,No,0
31,605041,12,649,634846,24,0.65,0,2,No,0
35,886274,32,622,378580,60,0.66,0,0,No,0
23,1244224,12,740,599557,36,0.19,0,0,No,0
25,394530,24,671,305002,60,0.36,0,2,Yes,0
43,1145209,23,621,744634,36,0.35,0,3,Yes,0
57,940711,28,585,1024187,36,0.34,0,2,No,0
29,1130852,35,648,776774,36,0.4,0,2,No,0
35,669276,5,658,334860,60,0.1,0,3,Yes,0
23,366191,17,747,259440,36,0.66,0,0,No,0
49,853908,27,761,524713,48,0.25,0,2,No,0
26,1219905,4,585,97645,36,0.05,0,3,Yes,0
37,481843,17,758,728738,60,0.53,0,2,No,0
46,526906,36,737,666432,24,0.51,0,2,No,0
41,976159,6,637,461642,36,0.74,0,2,No,0
28,646337,8,740,427487,24,0.55,0,2,Yes,0
41,1299825,34,616,472357,36,0.28,0,1,No,0
31,995622,11,712,890448,36,0.72,0,0,Yes,0
58,584233,39,850,398598,12,0.31,0,2,Yes,0
28,630606,38,698,201010,48,0.62,0,0,Yes,0
62,642468,23,652,304555,36,0.28,1,1,Yes,0
44,787123,8,574,747349,36,0.08,0,2,No,0
55,891335,11,686,259806,36,0.56,0,1,Yes,0
34,869429,35,759,799646,36,0.3,0,2,Yes,0
34,462588,36,623,449617,12,0.29,0,1,Yes,0
30,1070562,8,723,51612,48,0.55,2,3,Yes,0
32,712975,38,658,687170,36,0.28,0,1,No,0
58,521739,21,648,432161,48,0.13,0,1,No,0
64,661086,16,719,592888,12,0.33,0,0,No,0
66,1104292,32,528,344195,36,0.63,0,1,Yes,0
54,857096,23,664,807733,60,0.14,2,0,Yes,0
61,883268,14,758,611415,36,0.44,0,2,No,0
30,449003,28,665,1041597,24,0.14,0,2,No,0
37,839669,31,680,677635,12,0.08,0,0,Yes,0
37,1099259,32,669,441806,60,0.32,0,1,Yes,0
23,259106,28,833,283874,24,0.51,0,0,Yes,0
51,683315,14,710,145689,60,0.24,0,2,No,0
